JobTitle,Gender,Age,PerfEval,Education,Dept,Seniority,BasePay,Bonus,TotalPay
Financial Analyst,Female,41,2,PhD,Operations,3,91129,4825,95954
Graphic Designer,Male,59,1,PhD,Sales,4,135512,3955,139467
Financial Analyst,Female,49,2,College,Operations,1,92891,3578,96469
Financial Analyst,Male,64,3,High School,Administration,3,124151,3392,127543
Data Scientist,Female,58,1,High School,Sales,5,141005,3384,144389
Manager,Male,36,1,High School,Operations,2,115742,3661,119403
IT,Male,31,1,Masters,Sales,2,93358,3223,96581
IT,Female,44,1,High School,Sales,5,131411,3084,134495
Sales Associate,Female,61,2,College,Sales,1,96900,4157,101057
IT,Male,59,3,Masters,Sales,2,98995,4596,103591
IT,Male,57,3,High School,Sales,3,109645,5472,115117
Financial Analyst,Male,39,2,College,Sales,1,61609,3738,65347
Marketing Associate,Female,56,2,High School,Engineering,3,88820,4289,93109
Data Scientist,Male,61,1,Masters,Administration,5,122352,3590,125942
Marketing Associate,Female,53,1,Masters,Management,4,112489,4237,116726
Software Engineer,Male,29,1,High School,Sales,1,86650,3518,90168
Data Scientist,Male,62,3,High School,Operations,2,101284,4993,106277
Manager,Male,41,1,Masters,Sales,2,119794,3712,123506
Graphic Designer,Male,58,2,Masters,Operations,1,96609,3044,99653
Marketing Associate,Female,38,1,PhD,Engineering,1,53839,3270,57109
Financial Analyst,Male,29,1,Masters,Operations,2,84725,3274,87999
IT,Female,57,2,High School,Administration,1,64807,3887,68694
IT,Female,28,1,High School,Management,1,41151,4296,45447
Financial Analyst,Female,48,1,College,Administration,4,114031,4510,118541
Driver,Male,33,1,High School,Management,1,59493,3955,63448
Manager,Female,42,1,High School,Management,2,119893,3721,123614
Manager,Male,60,2,College,Sales,1,131980,3841,135821
Sales Associate,Female,52,1,High School,Sales,3,94154,3964,98118
Marketing Associate,Female,60,1,College,Management,4,114906,4766,119672
Driver,Female,63,1,Masters,Management,4,115981,2661,118642
Data Scientist,Male,37,1,PhD,Administration,2,78836,3588,82424
Driver,Male,64,2,Masters,Operations,2,112719,3382,116101
Marketing Associate,Female,59,1,Masters,Sales,3,93018,2730,95748
Marketing Associate,Female,55,2,College,Sales,2,69928,4811,74739
Software Engineer,Female,57,2,High School,Engineering,1,104623,3791,108414
Driver,Male,55,2,College,Administration,2,103328,4543,107871
Financial Analyst,Male,47,2,High School,Management,1,68643,4674,73317
Graphic Designer,Female,33,1,High School,Sales,1,63914,3521,67435
Sales Associate,Male,45,2,High School,Engineering,1,67296,4780,72076
Graphic Designer,Female,44,1,College,Sales,3,90474,3530,94004
Driver,Female,22,1,High School,Administration,1,60026,4605,64631
Marketing Associate,Female,41,1,PhD,Management,5,108587,4275,112862
Financial Analyst,Female,61,1,Masters,Engineering,4,139042,2982,142024
Driver,Male,65,1,High School,Operations,5,116803,3431,120234
Sales Associate,Female,57,1,Masters,Operations,3,101423,3641,105064
Software Engineer,Male,36,1,Masters,Operations,1,86375,3368,89743
IT,Male,31,1,College,Operations,1,49449,4149,53598
Marketing Associate,Female,56,2,High School,Sales,3,95995,4045,100040
Software Engineer,Male,51,1,College,Management,2,118282,3599,121881
IT,Female,47,1,PhD,Operations,3,99472,3943,103415
Manager,Female,55,1,High School,Administration,3,135638,2824,138462
IT,Male,50,1,College,Operations,3,85648,2728,88376
Data Scientist,Female,58,1,PhD,Management,4,121457,4723,126180
Data Scientist,Female,57,1,PhD,Operations,2,114141,3746,117887
Manager,Male,58,1,PhD,Management,4,179726,4284,184010
Marketing Associate,Female,64,1,College,Administration,5,107572,3107,110679
Sales Associate,Female,65,2,PhD,Sales,5,142505,4214,146719
Financial Analyst,Male,43,1,PhD,Sales,4,108719,4143,112862
IT,Male,36,1,High School,Sales,4,109832,3528,113360
Software Engineer,Male,60,1,PhD,Administration,4,127250,4263,131513
Sales Associate,Female,50,1,Masters,Sales,3,106279,3892,110171
Software Engineer,Male,37,1,High School,Sales,1,81547,3510,85057
Data Scientist,Male,56,1,Masters,Administration,2,95798,2530,98328
Manager,Female,47,1,High School,Management,3,106916,3959,110875
Manager,Male,59,2,PhD,Administration,1,124782,4618,129400
Warehouse Associate,Male,53,1,College,Operations,4,126256,3463,129719
IT,Female,59,1,PhD,Engineering,3,92257,3908,96165
Software Engineer,Male,62,1,High School,Sales,3,124660,2200,126860
IT,Female,32,2,High School,Engineering,1,59377,5236,64613
Marketing Associate,Female,38,1,PhD,Engineering,2,76726,4204,80930
IT,Female,54,1,High School,Engineering,5,112502,3988,116490
Data Scientist,Male,65,2,Masters,Sales,2,128730,3247,131977
Manager,Male,61,2,College,Sales,1,136836,4070,140906
IT,Male,51,1,High School,Engineering,3,89272,2600,91872
Financial Analyst,Female,62,1,High School,Operations,3,101515,2251,103766
Software Engineer,Male,36,1,Masters,Operations,1,93855,4099,97954
Graphic Designer,Male,30,1,College,Operations,2,36642,4388,41030
Sales Associate,Male,60,1,College,Operations,3,112604,3366,115970
Financial Analyst,Female,49,1,PhD,Engineering,1,67089,3078,70167
Driver,Female,51,1,PhD,Management,2,97789,3536,101325
Data Scientist,Male,62,1,PhD,Administration,3,123333,3353,126686
IT,Male,62,1,PhD,Management,2,105771,2978,108749
Marketing Associate,Female,46,1,College,Administration,1,54945,2991,57936
Data Scientist,Female,65,1,PhD,Operations,2,121239,3078,124317
Data Scientist,Female,64,2,High School,Sales,1,87314,3688,91002
Driver,Female,65,1,PhD,Operations,3,124530,3647,128177
Driver,Female,45,1,College,Sales,2,67150,3255,70405
Financial Analyst,Male,39,1,College,Engineering,4,99643,3789,103432
Sales Associate,Male,54,1,College,Administration,3,92468,3242,95710
Financial Analyst,Female,47,1,College,Operations,2,63300,3655,66955
IT,Male,55,2,Masters,Operations,1,91447,3196,94643
Marketing Associate,Female,58,2,High School,Operations,1,60271,3927,64198
Warehouse Associate,Male,34,1,Masters,Operations,1,45915,4765,50680
Marketing Associate,Female,53,1,Masters,Operations,1,66028,3745,69773
Sales Associate,Male,57,1,PhD,Administration,5,113031,3409,116440
Software Engineer,Male,62,1,High School,Sales,3,132815,3367,136182
Manager,Male,52,1,High School,Management,1,110078,1703,111781
Data Scientist,Male,57,1,Masters,Sales,3,106918,3180,110098
Software Engineer,Male,60,1,High School,Administration,3,106045,3079,109124
Warehouse Associate,Male,65,1,High School,Operations,2,107479,2051,109530
Software Engineer,Male,64,1,Masters,Sales,1,109606,2193,111799
Marketing Associate,Female,44,1,High School,Engineering,3,91300,3680,94980
Sales Associate,Male,56,1,High School,Management,1,88195,2375,90570
Financial Analyst,Female,54,1,Masters,Operations,2,90999,2963,93962
Sales Associate,Female,58,1,College,Operations,3,86795,3453,90248
IT,Female,59,1,College,Sales,3,110627,2041,112668
Marketing Associate,Female,52,1,PhD,Sales,3,97696,3888,101584
IT,Male,64,1,Masters,Sales,1,92950,2125,95075
Sales Associate,Male,56,1,High School,Operations,1,82164,2611,84775
Software Engineer,Male,62,1,High School,Management,3,119069,2788,121857
Marketing Associate,Female,59,1,College,Engineering,1,62738,2656,65394
IT,Female,53,1,High School,Administration,2,112169,2763,114932
Manager,Male,55,1,High School,Administration,1,120574,2683,123257
Data Scientist,Male,54,1,College,Sales,2,97311,3083,100394
Marketing Associate,Female,59,1,High School,Operations,3,98796,3042,101838
Sales Associate,Male,62,1,Masters,Administration,2,102593,1823,104416
Financial Analyst,Female,65,1,High School,Administration,2,96665,2645,99310
Graphic Designer,Female,61,1,Masters,Engineering,1,91030,3318,94348
IT,Female,65,1,Masters,Administration,1,106945,2041,108986
Graphic Designer,Female,63,1,College,Administration,2,81545,3418,84963
Marketing Associate,Female,65,1,Masters,Administration,1,80789,1884,82673
Marketing Associate,Female,64,1,PhD,Administration,2,85253,2777,88030
Marketing Associate,Female,61,1,High School,Administration,1,62644,3270,65914
Data Scientist,Male,57,1,Masters,Sales,2,108977,3567,112544
Financial Analyst,Male,48,1,High School,Operations,1,92347,2724,95071
Financial Analyst,Male,65,2,High School,Administration,1,97376,2225,99601
Financial Analyst,Male,60,1,PhD,Sales,2,123108,2244,125352
